id,lat,lon,address,created,district,name,neighborhood,postalCode,cat
1015170605,41.40943829444444,2.165541277777778,C Sardenya 466 bxs,2001-01-15T00:00:00Z,Horta-Guinardó,Centre d'Atenció Primària Sardenya,el Baix Guinardó,08025,Sanitat
1015170605,41.40943829444444,2.165541277777778,C Sardenya 466 bxs,2001-01-15T00:00:00Z,Horta-Guinardó,Centre d'Atenció Primària Sardenya,el Baix Guinardó,08025,Sanitat
1015170605,41.40943829444444,2.165541277777778,C Sardenya 466 bxs,2001-01-15T00:00:00Z,Horta-Guinardó,Centre d'Atenció Primària Sardenya,el Baix Guinardó,08025,Sanitat
103151231,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
103151231,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
103151231,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
103151414,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
103151414,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
103151414,41.39663548888889,2.160883166666667,Av Diagonal 379 01 01,2000-04-12T00:00:00Z,Eixample,Institut de Psicologia Mèdica,la Dreta de l'Eixample,08008,Sanitat
1046101222,41.39872027222222,2.151872694444444,Regàs 13 02 03,2001-02-15T00:00:00Z,Sarrià-Sant Gervasi,Gabinet d'Assistència Psicològica i Psiquiàtrica,Sant Gervasi - Galvany,08006,Sanitat
1046101222,41.39872027222222,2.151872694444444,Regàs 13 02 03,2001-02-15T00:00:00Z,Sarrià-Sant Gervasi,Gabinet d'Assistència Psicològica i Psiquiàtrica,Sant Gervasi - Galvany,08006,Sanitat
1046101222,41.39872027222222,2.151872694444444,Regàs 13 02 03,2001-02-15T00:00:00Z,Sarrià-Sant Gervasi,Gabinet d'Assistència Psicològica i Psiquiàtrica,Sant Gervasi - Galvany,08006,Sanitat
11090446,41.37651915277778,2.173385138888889,Av Drassanes 17*21 3r,2000-01-11T00:00:00Z,Ciutat Vella,Centre d'Atenció Primària Drassanes,el Raval,08001,Sanitat
11090446,41.37651915277778,2.173385138888889,Av Drassanes 17*21 3r,2000-01-11T00:00:00Z,Ciutat Vella,Centre d'Atenció Primària Drassanes,el Raval,08001,Sanitat
11091607,41.37644498611111,2.1601031388888887,Manso 19*27,2000-01-11T00:00:00Z,Eixample,Centre d'Atenció Primària Manso,Sant Antoni,08015,Sanitat
11091607,41.37644498611111,2.1601031388888887,Manso 19*27,2000-01-11T00:00:00Z,Eixample,Centre d'Atenció Primària Manso,Sant Antoni,08015,Sanitat
11092245,41.358243022222226,2.1441161388888887,C Foc 112,2000-01-11T00:00:00Z,Sants-Montjuïc,Centre d'Atenció Primària Doctor Carles Ribas,la Marina de Port,08038,Sanitat
11092245,41.358243022222226,2.1441161388888887,C Foc 112,2000-01-11T00:00:00Z,Sants-Montjuïc,Centre d'Atenció Primària Doctor Carles Ribas,la Marina de Port,08038,Sanitat
11093231,41.41369031111111,2.196465611111111,Pl Infància 1,2000-01-11T00:00:00Z,Sant Martí,Centre d'Atenció Primària Sant Martí de Provençals,Sant Martí de Provençals,08020,Sanitat
11093231,41.41369031111111,2.196465611111111,Pl Infància 1,2000-01-11T00:00:00Z,Sant Martí,Centre d'Atenció Primària Sant Martí de Provençals,Sant Martí de Provençals,08020,Sanitat
11125331,41.44694546388889,2.183268472222222,Chafarinas 2*8,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Chafarinas,la Trinitat Nova,08033,Sanitat
11125331,41.44694546388889,2.183268472222222,Chafarinas 2*8,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Chafarinas,la Trinitat Nova,08033,Sanitat
11125823,41.43981403888888,2.181098611111111,Av Rio de Janeiro 83*91,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Rio de Janeiro,la Prosperitat,08016,Sanitat
11125823,41.43981403888888,2.181098611111111,Av Rio de Janeiro 83*91,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Rio de Janeiro,la Prosperitat,08016,Sanitat
11134110,41.43950305277777,2.1660245833333334,Pg Valldaura 135,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Guineueta,la Guineueta,08042,Sanitat
11134110,41.43950305277777,2.1660245833333334,Pg Valldaura 135,2000-01-11T00:00:00Z,Nou Barris,Centre d'Atenció Primària Guineueta,la Guineueta,08042,Sanitat
